Open Time,Open,High,Low,Close,Volume
2025-05-15 13:10:00-03:00,103196.96,103196.96,103106.04,103145.38,7.71175
2025-05-15 13:09:00-03:00,103219.99,103220.0,103190.47,103196.95,9.22009
2025-05-15 13:08:00-03:00,103143.95,103220.0,103134.51,103219.99,18.23138
2025-05-15 13:07:00-03:00,103204.5,103204.51,103128.93,103143.96,11.21056
2025-05-15 13:06:00-03:00,103128.22,103261.41,103128.22,103204.5,14.72677
2025-05-15 13:05:00-03:00,103201.33,103226.6,103128.22,103128.22,15.11617
2025-05-15 13:04:00-03:00,103197.71,103207.14,103186.71,103201.33,4.61364
2025-05-15 13:03:00-03:00,103246.44,103261.99,103187.23,103197.71,15.97435
2025-05-15 13:02:00-03:00,103202.43,103246.44,103184.43,103246.43,23.41907
2025-05-15 13:01:00-03:00,103380.95,103380.95,103192.27,103202.44,17.50942
2025-05-15 13:00:00-03:00,103251.36,103380.96,103251.35,103380.95,27.19055
2025-05-15 12:59:00-03:00,103248.15,103276.87,103248.14,103251.35,4.56973
2025-05-15 12:58:00-03:00,103230.03,103291.99,103208.46,103248.15,25.53434
2025-05-15 12:57:00-03:00,103209.94,103230.03,103209.94,103230.02,4.9085
2025-05-15 12:56:00-03:00,103227.64,103239.99,103209.5,103209.94,17.23067
2025-05-15 12:55:00-03:00,103262.1,103272.85,103227.1,103227.63,12.21766
2025-05-15 12:54:00-03:00,103165.99,103262.13,103165.98,103262.11,15.6987
2025-05-15 12:53:00-03:00,103200.0,103225.15,103157.52,103165.99,27.96935
2025-05-15 12:52:00-03:00,103188.23,103252.0,103176.96,103200.01,30.79193
2025-05-15 12:51:00-03:00,103144.35,103227.63,103128.76,103188.23,21.55647
2025-05-15 12:50:00-03:00,103105.86,103227.63,103105.86,103144.35,21.08046
2025-05-15 12:49:00-03:00,103173.62,103193.54,103099.32,103105.85,21.96531
2025-05-15 12:48:00-03:00,103032.53,103188.0,103032.53,103173.62,27.42518
2025-05-15 12:47:00-03:00,103028.99,103060.0,102977.38,103032.52,13.0109
2025-05-15 12:46:00-03:00,103015.89,103063.81,102980.0,103028.99,20.93374
2025-05-15 12:45:00-03:00,103000.0,103063.26,102957.48,103015.89,24.10379
2025-05-15 12:44:00-03:00,102970.68,103063.82,102970.67,103000.0,45.95749
2025-05-15 12:43:00-03:00,102819.7,102970.68,102819.69,102970.67,32.6004
2025-05-15 12:42:00-03:00,102708.21,102819.7,102708.18,102819.69,14.41023
2025-05-15 12:41:00-03:00,102755.58,102755.59,102680.0,102708.2,18.14086
2025-05-15 12:40:00-03:00,102746.21,102818.32,102746.2,102755.58,21.49529
2025-05-15 12:39:00-03:00,102746.21,102746.22,102714.6,102746.2,7.13075
2025-05-15 12:38:00-03:00,102709.83,102769.22,102709.83,102746.21,8.66949
2025-05-15 12:37:00-03:00,102687.21,102719.45,102644.43,102709.83,9.12859
2025-05-15 12:36:00-03:00,102738.4,102738.56,102687.2,102687.2,9.51337
2025-05-15 12:35:00-03:00,102640.54,102738.4,102640.54,102738.39,9.91439
2025-05-15 12:34:00-03:00,102583.76,102640.55,102562.88,102640.54,12.86806
2025-05-15 12:33:00-03:00,102666.66,102693.44,102583.75,102583.75,49.42143
2025-05-15 12:32:00-03:00,102471.2,102680.8,102464.27,102666.66,80.56668
2025-05-15 12:31:00-03:00,102462.53,102476.33,102444.75,102471.2,15.78745
2025-05-15 12:30:00-03:00,102492.84,102538.46,102462.53,102462.54,32.28165
2025-05-15 12:29:00-03:00,102436.46,102506.11,102405.0,102492.84,51.47105
2025-05-15 12:28:00-03:00,102398.97,102476.0,102394.62,102436.47,33.96849
2025-05-15 12:27:00-03:00,102300.01,102398.98,102300.01,102398.98,15.10405
2025-05-15 12:26:00-03:00,102288.05,102341.72,102288.05,102300.0,5.13189
2025-05-15 12:25:00-03:00,102333.05,102351.7,102256.95,102288.05,9.51503
2025-05-15 12:24:00-03:00,102369.53,102369.54,102331.0,102333.05,7.86575
2025-05-15 12:23:00-03:00,102323.99,102373.38,102323.99,102369.53,12.33955
2025-05-15 12:22:00-03:00,102312.33,102324.0,102265.53,102324.0,8.12297
2025-05-15 12:21:00-03:00,102206.39,102318.07,102189.31,102312.33,10.70893
2025-05-15 12:20:00-03:00,102198.38,102238.1,102172.75,102206.38,9.48448
2025-05-15 12:19:00-03:00,102171.51,102205.11,102161.16,102198.38,5.11159
2025-05-15 12:18:00-03:00,102260.02,102263.4,102171.5,102171.5,8.30617
2025-05-15 12:17:00-03:00,102247.94,102330.67,102247.13,102260.01,28.95907
2025-05-15 12:16:00-03:00,102224.63,102247.94,102188.36,102247.93,11.33071
2025-05-15 12:15:00-03:00,102107.24,102224.63,102100.0,102224.63,17.2838
2025-05-15 12:14:00-03:00,102112.96,102120.0,102069.53,102107.24,10.794
2025-05-15 12:13:00-03:00,102088.8,102112.96,102072.79,102112.96,7.13356
2025-05-15 12:12:00-03:00,102060.0,102125.97,102060.0,102088.81,10.42768
2025-05-15 12:11:00-03:00,102020.0,102119.58,102009.0,102060.01,10.23717
2025-05-15 12:10:00-03:00,101969.01,102039.74,101936.02,102019.99,8.97704
2025-05-15 12:09:00-03:00,101999.22,102006.41,101969.0,101969.01,10.93229
2025-05-15 12:08:00-03:00,101969.0,101998.25,101969.0,101998.25,7.34074
2025-05-15 12:07:00-03:00,102043.69,102043.7,101969.0,101969.01,12.20717
2025-05-15 12:06:00-03:00,102129.79,102133.69,102043.7,102043.7,8.35686
2025-05-15 12:05:00-03:00,102142.86,102142.86,102082.65,102129.79,10.82133
2025-05-15 12:04:00-03:00,102164.55,102164.55,102125.19,102142.86,11.32005
2025-05-15 12:03:00-03:00,102046.85,102164.55,102046.84,102164.55,19.41215
2025-05-15 12:02:00-03:00,102052.72,102056.93,101988.98,102046.85,13.32835
2025-05-15 12:01:00-03:00,102077.62,102092.26,102021.76,102052.72,12.21204
2025-05-15 12:00:00-03:00,101987.64,102097.98,101931.86,102077.62,38.48875
2025-05-15 11:59:00-03:00,101934.16,101987.65,101934.15,101987.65,12.48429
2025-05-15 11:58:00-03:00,101930.99,101954.77,101895.96,101934.15,30.84465
2025-05-15 11:57:00-03:00,101919.99,101978.45,101919.99,101930.99,11.4951
2025-05-15 11:56:00-03:00,101884.6,101978.73,101884.6,101919.99,15.94302
2025-05-15 11:55:00-03:00,101657.42,101884.65,101657.41,101884.6,16.99848
2025-05-15 11:54:00-03:00,101647.11,101672.5,101620.38,101657.41,6.8946
2025-05-15 11:53:00-03:00,101656.74,101678.8,101588.4,101647.12,9.91376
2025-05-15 11:52:00-03:00,101616.32,101656.83,101601.94,101656.74,18.16721
2025-05-15 11:51:00-03:00,101488.22,101627.56,101472.55,101616.31,43.28014
2025-05-15 11:50:00-03:00,101654.12,101654.12,101462.71,101488.22,29.73751
2025-05-15 11:49:00-03:00,101650.93,101674.24,101619.04,101654.12,16.50101
2025-05-15 11:48:00-03:00,101495.16,101668.34,101495.15,101650.93,17.08026
2025-05-15 11:47:00-03:00,101452.03,101544.44,101452.02,101495.16,39.06565
2025-05-15 11:46:00-03:00,101586.33,101586.33,101383.07,101452.02,100.51878
2025-05-15 11:45:00-03:00,101680.0,101680.0,101582.58,101586.32,12.31188
2025-05-15 11:44:00-03:00,101677.99,101738.38,101677.99,101680.01,5.62049
2025-05-15 11:43:00-03:00,101721.16,101758.68,101666.0,101678.0,15.24705
2025-05-15 11:42:00-03:00,101679.34,101739.25,101625.5,101721.16,11.28813
2025-05-15 11:41:00-03:00,101689.02,101731.43,101660.0,101679.33,8.12827
2025-05-15 11:40:00-03:00,101642.85,101705.26,101584.77,101689.02,43.63252
2025-05-15 11:39:00-03:00,101770.72,101780.33,101642.85,101642.85,26.44625
2025-05-15 11:38:00-03:00,101884.96,101884.97,101770.2,101770.72,12.16496
2025-05-15 11:37:00-03:00,101765.4,101899.0,101700.0,101884.97,20.48371
2025-05-15 11:36:00-03:00,101699.99,101791.26,101676.32,101765.4,29.73528
2025-05-15 11:35:00-03:00,101844.04,101844.04,101693.36,101700.0,24.74358
2025-05-15 11:34:00-03:00,101874.17,101891.72,101844.04,101844.04,12.02619
2025-05-15 11:33:00-03:00,101892.21,101893.79,101840.01,101874.16,9.67011
2025-05-15 11:32:00-03:00,101947.92,101947.92,101868.44,101892.21,9.23258
2025-05-15 11:31:00-03:00,102067.88,102069.89,101946.22,101947.92,13.9877
2025-05-15 11:30:00-03:00,102040.94,102080.0,102020.0,102067.89,13.12628
2025-05-15 11:29:00-03:00,102050.21,102080.0,102040.0,102040.94,3.65897
2025-05-15 11:28:00-03:00,102147.89,102147.89,102045.9,102050.2,8.77983
2025-05-15 11:27:00-03:00,102216.88,102243.49,102147.68,102147.89,11.879
2025-05-15 11:26:00-03:00,102268.14,102309.64,102204.31,102218.93,10.93002
2025-05-15 11:25:00-03:00,102231.34,102268.14,102202.1,102268.14,7.56396
2025-05-15 11:24:00-03:00,102207.77,102270.23,102200.0,102231.33,9.37078
2025-05-15 11:23:00-03:00,102193.47,102238.1,102193.47,102207.76,6.03518
2025-05-15 11:22:00-03:00,102278.44,102278.44,102188.23,102193.47,12.17525
2025-05-15 11:21:00-03:00,102286.52,102319.73,102278.43,102278.43,13.21469
2025-05-15 11:20:00-03:00,102203.53,102327.01,102193.73,102286.52,10.58595
2025-05-15 11:19:00-03:00,101985.19,102204.66,101985.19,102203.54,11.23491
2025-05-15 11:18:00-03:00,101810.58,101985.19,101810.58,101985.18,27.29122
2025-05-15 11:17:00-03:00,101938.27,101938.27,101808.01,101810.57,12.6936
2025-05-15 11:16:00-03:00,102045.36,102066.83,101874.09,101938.27,36.87623
2025-05-15 11:15:00-03:00,102128.09,102142.85,101987.91,102045.36,15.54692
2025-05-15 11:14:00-03:00,101937.4,102128.53,101937.39,102128.1,18.24661
2025-05-15 11:13:00-03:00,101880.0,102007.22,101880.0,101937.4,17.72144
2025-05-15 11:12:00-03:00,101947.44,101969.82,101827.59,101879.99,20.8122
2025-05-15 11:11:00-03:00,101885.84,101947.45,101885.83,101947.45,10.07273
2025-05-15 11:10:00-03:00,101936.1,101937.34,101787.18,101885.84,65.37066
2025-05-15 11:09:00-03:00,102009.8,102022.3,101936.1,101936.1,12.94841
2025-05-15 11:08:00-03:00,102116.58,102120.77,102009.79,102009.79,19.03895
2025-05-15 11:07:00-03:00,102209.77,102209.78,102100.0,102116.59,66.00132
2025-05-15 11:06:00-03:00,102329.64,102329.64,102205.11,102209.77,14.87816
2025-05-15 11:05:00-03:00,102354.14,102390.37,102329.24,102329.64,12.24599
2025-05-15 11:04:00-03:00,102319.98,102398.31,102270.88,102354.15,18.07354
2025-05-15 11:03:00-03:00,102263.52,102319.99,102234.07,102319.99,21.8471
2025-05-15 11:02:00-03:00,102155.01,102268.59,102155.01,102263.53,30.53327
2025-05-15 11:01:00-03:00,102180.13,102196.33,102140.0,102155.01,19.79018
2025-05-15 11:00:00-03:00,102133.49,102219.6,102109.08,102180.14,27.68973
2025-05-15 10:59:00-03:00,102108.56,102133.49,102053.29,102133.49,12.63488
2025-05-15 10:58:00-03:00,102147.93,102183.15,102108.56,102108.57,24.43618
2025-05-15 10:57:00-03:00,102147.28,102184.32,102147.28,102147.92,10.59001
2025-05-15 10:56:00-03:00,102088.41,102147.3,102027.03,102147.29,10.92507
2025-05-15 10:55:00-03:00,102041.74,102105.25,102009.78,102088.41,14.51325
2025-05-15 10:54:00-03:00,102033.73,102052.62,102013.5,102041.74,18.84287
2025-05-15 10:53:00-03:00,101957.37,102052.63,101957.37,102033.73,64.11324
2025-05-15 10:52:00-03:00,101777.48,101963.7,101748.93,101957.36,44.02093
2025-05-15 10:51:00-03:00,101655.44,101777.48,101586.18,101777.48,45.98778
2025-05-15 10:50:00-03:00,101740.81,101760.0,101569.84,101655.44,93.99219
2025-05-15 10:49:00-03:00,101860.01,101860.01,101736.15,101740.81,59.18036
2025-05-15 10:48:00-03:00,101982.78,102003.45,101860.0,101860.01,23.39826
2025-05-15 10:47:00-03:00,101973.39,102033.28,101973.39,101982.78,34.46359
2025-05-15 10:46:00-03:00,102237.18,102237.18,101973.39,101973.4,38.59583
2025-05-15 10:45:00-03:00,102326.56,102328.22,102237.18,102237.19,10.70618
2025-05-15 10:44:00-03:00,102318.8,102345.08,102310.59,102326.55,8.26292
2025-05-15 10:43:00-03:00,102205.8,102318.81,102205.79,102318.81,7.4703
2025-05-15 10:42:00-03:00,102159.99,102222.23,102105.0,102205.79,26.79311
2025-05-15 10:41:00-03:00,102147.39,102220.79,102133.51,102159.99,26.36371
2025-05-15 10:40:00-03:00,102172.0,102190.38,102111.4,102147.38,20.07407
2025-05-15 10:39:00-03:00,102286.75,102286.75,102158.92,102172.0,25.53635
2025-05-15 10:38:00-03:00,102360.0,102372.46,102275.78,102286.75,34.10501
2025-05-15 10:37:00-03:00,102357.91,102360.0,102286.69,102359.99,18.1062
2025-05-15 10:36:00-03:00,102504.13,102504.13,102357.92,102357.92,21.33305
2025-05-15 10:35:00-03:00,102527.22,102779.55,102486.8,102504.13,52.68737
2025-05-15 10:34:00-03:00,102356.48,102527.22,102356.47,102527.22,13.25576
2025-05-15 10:33:00-03:00,102580.07,102580.07,102349.02,102356.48,23.3291
2025-05-15 10:32:00-03:00,102690.16,102701.79,102580.08,102580.08,23.36988
2025-05-15 10:31:00-03:00,102513.29,102696.16,102513.29,102690.16,20.99951
2025-05-15 10:30:00-03:00,102582.22,102593.53,102509.18,102517.48,20.41856
2025-05-15 10:29:00-03:00,102592.95,102592.96,102582.21,102582.23,4.03169
2025-05-15 10:28:00-03:00,102588.09,102606.47,102588.08,102592.96,3.65371
2025-05-15 10:27:00-03:00,102603.34,102622.51,102588.08,102588.09,10.36854
2025-05-15 10:26:00-03:00,102605.54,102605.54,102586.6,102603.35,6.99641
2025-05-15 10:25:00-03:00,102600.0,102605.54,102595.5,102605.54,3.1273
2025-05-15 10:24:00-03:00,102629.21,102641.73,102600.0,102600.0,6.26987
2025-05-15 10:23:00-03:00,102640.01,102640.01,102625.02,102629.21,3.60094
2025-05-15 10:22:00-03:00,102649.47,102649.47,102640.0,102640.0,4.68028
2025-05-15 10:21:00-03:00,102636.46,102661.4,102626.76,102649.47,4.85663
2025-05-15 10:20:00-03:00,102659.47,102661.4,102630.8,102636.46,4.23881
2025-05-15 10:19:00-03:00,102718.79,102718.79,102654.3,102659.47,3.86277
2025-05-15 10:18:00-03:00,102731.09,102731.09,102701.0,102718.78,5.47682
2025-05-15 10:17:00-03:00,102747.52,102747.52,102711.36,102731.09,4.98233
2025-05-15 10:16:00-03:00,102753.0,102769.38,102741.15,102747.52,5.5556
2025-05-15 10:15:00-03:00,102766.1,102766.11,102741.15,102753.0,7.05169
2025-05-15 10:14:00-03:00,102786.05,102787.82,102766.1,102766.11,5.04807
2025-05-15 10:13:00-03:00,102699.52,102786.05,102699.52,102786.05,10.25921
2025-05-15 10:12:00-03:00,102640.0,102699.53,102640.0,102699.52,3.95421
2025-05-15 10:11:00-03:00,102651.99,102662.26,102634.94,102640.0,3.72053
2025-05-15 10:10:00-03:00,102666.67,102666.68,102651.98,102651.98,2.05172
2025-05-15 10:09:00-03:00,102683.13,102683.14,102666.67,102666.67,3.49619
2025-05-15 10:08:00-03:00,102604.28,102697.58,102604.28,102683.14,4.22421
2025-05-15 10:07:00-03:00,102693.49,102693.5,102596.03,102604.29,8.66801
2025-05-15 10:06:00-03:00,102651.52,102714.29,102651.51,102693.5,7.91809
2025-05-15 10:05:00-03:00,102656.0,102671.8,102611.42,102651.51,6.45859
2025-05-15 10:04:00-03:00,102699.99,102703.25,102654.87,102656.01,7.75244
2025-05-15 10:03:00-03:00,102658.54,102700.0,102658.54,102700.0,4.40516
2025-05-15 10:02:00-03:00,102614.58,102666.67,102614.57,102658.54,12.58589
2025-05-15 10:01:00-03:00,102507.07,102641.03,102501.68,102614.58,10.54112
2025-05-15 10:00:00-03:00,102560.01,102586.68,102503.62,102507.06,18.86899
2025-05-15 09:59:00-03:00,102545.65,102580.0,102545.65,102560.0,5.06033
2025-05-15 09:58:00-03:00,102515.89,102545.66,102506.07,102545.65,5.53152
2025-05-15 09:57:00-03:00,102469.29,102535.59,102469.29,102515.89,68.26858
2025-05-15 09:56:00-03:00,102547.09,102547.1,102467.46,102469.3,58.66329
2025-05-15 09:55:00-03:00,102610.07,102610.08,102547.1,102547.1,11.47705
2025-05-15 09:54:00-03:00,102534.46,102623.82,102534.46,102610.07,7.53926
2025-05-15 09:53:00-03:00,102536.34,102571.43,102507.93,102534.47,15.95531
2025-05-15 09:52:00-03:00,102511.61,102546.78,102487.75,102536.34,20.14778
2025-05-15 09:51:00-03:00,102561.89,102591.19,102511.81,102511.81,10.78478
2025-05-15 09:50:00-03:00,102589.01,102593.07,102532.95,102561.89,16.28754
2025-05-15 09:49:00-03:00,102625.51,102625.52,102577.19,102589.02,10.42282
2025-05-15 09:48:00-03:00,102671.8,102671.8,102571.41,102625.51,20.18058
2025-05-15 09:47:00-03:00,102687.9,102727.47,102671.8,102671.81,7.37326
2025-05-15 09:46:00-03:00,102692.15,102692.15,102661.68,102687.89,6.70478
2025-05-15 09:45:00-03:00,102791.72,102791.73,102692.15,102692.16,12.8708
2025-05-15 09:44:00-03:00,102738.99,102810.58,102738.99,102791.72,29.96895
2025-05-15 09:43:00-03:00,102700.76,102738.99,102664.61,102738.98,10.95796
2025-05-15 09:42:00-03:00,102628.72,102704.3,102627.94,102700.76,13.09691
2025-05-15 09:41:00-03:00,102701.99,102710.58,102628.72,102628.72,12.01525
2025-05-15 09:40:00-03:00,102719.97,102719.97,102694.38,102701.99,6.69163
2025-05-15 09:39:00-03:00,102701.12,102719.97,102685.64,102719.96,6.82052
2025-05-15 09:38:00-03:00,102669.38,102741.95,102669.38,102701.13,12.02095
2025-05-15 09:37:00-03:00,102715.01,102717.63,102669.38,102669.39,20.9743
2025-05-15 09:36:00-03:00,102747.51,102753.33,102715.0,102715.01,18.22723
2025-05-15 09:35:00-03:00,102797.47,102838.82,102736.79,102747.5,37.23983
2025-05-15 09:34:00-03:00,102744.27,102797.48,102726.97,102797.47,48.76567
2025-05-15 09:33:00-03:00,102686.91,102744.28,102686.91,102744.28,7.59159
2025-05-15 09:32:00-03:00,102614.26,102713.5,102591.43,102686.91,18.36124
2025-05-15 09:31:00-03:00,102619.36,102646.28,102494.28,102614.26,32.22099
2025-05-15 09:30:00-03:00,102536.51,102808.04,102428.0,102619.36,160.53751
2025-05-15 09:29:00-03:00,102527.95,102549.57,102527.94,102536.52,6.65035
2025-05-15 09:28:00-03:00,102539.69,102539.69,102512.45,102527.95,4.98341
2025-05-15 09:27:00-03:00,102577.11,102577.12,102539.68,102539.68,8.46483
2025-05-15 09:26:00-03:00,102609.99,102609.99,102565.87,102577.11,9.86796
2025-05-15 09:25:00-03:00,102498.38,102610.0,102498.38,102609.99,17.08135
2025-05-15 09:24:00-03:00,102492.64,102511.23,102490.79,102498.38,5.82615
2025-05-15 09:23:00-03:00,102517.92,102536.91,102492.64,102492.64,15.70518
2025-05-15 09:22:00-03:00,102505.37,102525.05,102494.74,102517.92,12.42238
2025-05-15 09:21:00-03:00,102418.01,102505.37,102409.65,102505.36,13.5867
2025-05-15 09:20:00-03:00,102413.17,102428.45,102341.95,102418.0,19.17846
2025-05-15 09:19:00-03:00,102416.57,102430.98,102400.0,102413.17,9.8821
2025-05-15 09:18:00-03:00,102388.01,102416.58,102384.94,102416.57,12.57596
2025-05-15 09:17:00-03:00,102327.39,102427.68,102327.39,102388.02,12.06882
2025-05-15 09:16:00-03:00,102318.48,102327.4,102283.22,102327.4,7.24592
2025-05-15 09:15:00-03:00,102300.93,102332.55,102292.31,102318.48,6.62947
2025-05-15 09:14:00-03:00,102299.99,102310.6,102281.55,102300.92,8.57465
2025-05-15 09:13:00-03:00,102335.25,102335.25,102293.01,102299.99,4.31125
2025-05-15 09:12:00-03:00,102328.33,102353.34,102328.33,102335.24,4.09137
2025-05-15 09:11:00-03:00,102360.0,102387.36,102328.33,102328.34,8.91895
2025-05-15 09:10:00-03:00,102293.44,102360.0,102293.43,102359.99,6.25774
2025-05-15 09:09:00-03:00,102304.46,102304.46,102292.65,102293.44,2.85755
2025-05-15 09:08:00-03:00,102293.62,102320.0,102287.48,102304.46,6.66084
2025-05-15 09:07:00-03:00,102362.9,102362.9,102271.58,102293.62,7.32963
2025-05-15 09:06:00-03:00,102409.16,102429.58,102362.89,102362.89,6.19004
2025-05-15 09:05:00-03:00,102333.47,102409.17,102333.47,102409.16,5.18275
2025-05-15 09:04:00-03:00,102408.17,102415.76,102333.47,102333.48,7.76824
2025-05-15 09:03:00-03:00,102420.99,102450.0,102372.77,102408.17,8.67843
2025-05-15 09:02:00-03:00,102355.24,102427.89,102301.35,102420.98,12.27896
2025-05-15 09:01:00-03:00,102335.94,102404.01,102335.93,102355.25,9.50819
2025-05-15 09:00:00-03:00,102371.62,102390.12,102332.35,102335.93,8.35053
2025-05-15 08:59:00-03:00,102348.27,102390.91,102348.26,102371.61,4.68471
2025-05-15 08:58:00-03:00,102413.72,102419.43,102348.26,102348.27,14.2121
2025-05-15 08:57:00-03:00,102304.98,102413.73,102304.98,102413.73,12.92286
2025-05-15 08:56:00-03:00,102314.81,102316.9,102295.62,102304.99,8.66965
2025-05-15 08:55:00-03:00,102314.81,102314.81,102314.8,102314.8,1.53477
2025-05-15 08:54:00-03:00,102280.85,102315.03,102280.84,102314.81,5.7223
2025-05-15 08:53:00-03:00,102282.57,102282.57,102269.17,102280.85,2.15119
2025-05-15 08:52:00-03:00,102313.42,102313.42,102262.28,102282.56,6.39897
2025-05-15 08:51:00-03:00,102338.98,102338.98,102313.41,102313.41,3.36426
2025-05-15 08:50:00-03:00,102329.33,102338.98,102320.0,102338.97,13.58068
2025-05-15 08:49:00-03:00,102286.7,102329.33,102286.7,102329.32,8.41386
2025-05-15 08:48:00-03:00,102297.11,102329.44,102286.7,102286.7,10.24254
2025-05-15 08:47:00-03:00,102239.84,102297.12,102239.83,102297.11,13.18732
2025-05-15 08:46:00-03:00,102222.45,102253.97,102207.87,102239.84,6.0208
2025-05-15 08:45:00-03:00,102265.36,102265.37,102202.97,102222.46,8.79478
2025-05-15 08:44:00-03:00,102264.98,102286.89,102264.97,102265.36,5.47935
2025-05-15 08:43:00-03:00,102273.99,102297.54,102264.96,102264.98,6.65802
2025-05-15 08:42:00-03:00,102253.97,102281.86,102229.81,102273.98,3.71004
2025-05-15 08:41:00-03:00,102226.47,102253.96,102211.62,102253.96,4.40393
2025-05-15 08:40:00-03:00,102226.56,102238.55,102226.46,102226.47,6.55947
